Response_Time,Availability,Throughput,Reliability,Latency,Service_Name,node_id,Availability_norm,Throughput_norm,Reliability_norm,Response_Time_norm,Latency_norm,qos_score,display_id,list_id,list_rank
90.0,97.0,29.1,73.0,25.0,TextGraphic,1766,0.967741935483871,0.6744186046511628,0.7142857142857143,0.9892987015084793,0.9940218835293834,0.8754278859799077,Node_2,1,2
211.57,89.0,4.0,83.0,15.93,eUtilsService,789,0.8817204301075269,0.09069767441860464,0.8928571428571429,0.9647523457044382,0.9962126518683123,0.8455632581327297,Node_6,1,3
275.0,83.0,23.6,83.0,4.0,VersionService,346,0.8172043010752689,0.5465116279069767,0.8928571428571429,0.9519451124343031,0.9990942247771792,0.8430459427681786,Node_7,1,4
232.2,87.0,2.2,73.0,7.8,equicktandemService,2013,0.8602150537634409,0.04883720930232558,0.7142857142857143,0.9605869157444369,0.9981763725513876,0.7783001943572314,Node_10,1,5
262.8,85.0,2.7,67.0,41.0,newcpgseekService,2022,0.8387096774193549,0.06046511627906977,0.6071428571428571,0.9544084302002758,0.9901572425786817,0.735233249482705,Node_8,1,6
61.42,79.0,8.9,67.0,5.37,AWSECommerceService,2124,0.7741935483870968,0.2046511627906977,0.6071428571428571,0.9950693262422088,0.9987633148957755,0.7158785010584486,Node_4,1,7
166.67,75.0,1.2,67.0,7.84,MoneyCentralRemote,67,0.7311827956989247,0.025581395348837205,0.6071428571428571,0.973818162728387,0.9981667109490109,0.6809719251363694,Node_3,1,8
171.47,56.0,9.2,67.0,29.74,CRMTeeTimeAPI,1525,0.5268817204301075,0.2116279069767442,0.6071428571428571,0.9728489885253812,0.992876983647738,0.5908132210972068,Node_5,1,9
68.91,19.0,4.4,60.0,5.91,AmazonSearchService,46,0.12903225806451613,0.10000000000000002,0.48214285714285715,0.9935570106629353,0.9986328832636893,0.34870805210002104,Node_1,1,10
104.6,89.0,19.1,73.0,1.0,DOTSCrypto,2280,0.8817204301075269,0.4418604651162791,0.7142857142857143,0.9863507966410037,0.9998188449554358,0.8170955374572161,Node_5,2,1
292.2,90.0,12.3,73.0,12.4,stretcherService,1144,0.8924731182795699,0.2837209302325582,0.7142857142857143,0.9484722382068662,0.997065288278061,0.8092138124885555,Node_6,2,2
95.0,83.0,24.1,73.0,3.0,SOAPReceive,2311,0.8172043010752689,0.5581395348837209,0.7142857142857143,0.988289145047015,0.9993357648365981,0.7926903532893299,Node_1,2,3
3347.0,83.0,5.6,83.0,2.0,OTNGUIDGenerator,752,0.8172043010752689,0.12790697674418605,0.8928571428571429,0.33167362251068616,0.999577304896017,0.7737851256016416,Node_3,2,4
300.12,90.0,7.9,67.0,14.88,erez3,56,0.8924731182795699,0.1813953488372093,0.6071428571428571,0.9468731007719069,0.9964662689307021,0.770099222009248,Node_10,2,5
713.2,99.0,7.9,58.0,15.8,abiviewService,2033,0.989247311827957,0.1813953488372093,0.44642857142857145,0.8634675841515789,0.9962440520760367,0.7646940632463737,Node_4,2,6
175.0,86.0,15.1,67.0,47.5,Cryptarithm,1611,0.8494623655913979,0.3488372093023256,0.6071428571428571,0.9721362416635875,0.9885872321924591,0.7609217375052195,Node_8,2,7
156.0,83.0,20.5,67.0,28.0,HouseofDev,1832,0.8172043010752689,0.47441860465116276,0.6071428571428571,0.9759725562171515,0.9932972633511268,0.7537390255759283,Node_2,2,8
241.5,78.0,7.7,67.0,71.5,AMIWebServiceService,68,0.7634408602150538,0.17674418604651165,0.6071428571428571,0.9587091407261134,0.9827902707664066,0.7051501352062374,Node_9,2,9
143.65,19.0,4.1,60.0,9.69,AmazonSearchService,2245,0.12903225806451613,0.09302325581395347,0.48214285714285715,0.9784661606769682,0.9977198618390861,0.34717524503972674,Node_7,2,10
106.0,90.0,35.7,80.0,1.0,InteropTestExtensibility,1315,0.8924731182795699,0.8279069767441861,0.8392857142857143,0.9860681208317937,0.9998188449554358,0.8857023293923446,Node_2,3,1
147.33,91.0,16.6,73.0,18.41,ABAService,644,0.9032258064516129,0.38372093023255816,0.7142857142857143,0.9777231271213306,0.9956136325209536,0.8231143654261727,Node_4,3,2
200.2,92.0,1.0,73.0,8.2,protsweepService,2409,0.9139784946236559,0.020930232558139535,0.7142857142857143,0.9670480770978079,0.9980797565276202,0.8037450346119862,Node_6,3,3
2801.56,96.0,2.0,73.0,8.89,Tiscali_x0020_Messenger_x0020_Services,1075,0.956989247311828,0.044186046511627906,0.7142857142857143,0.44180411777889506,0.997913093886621,0.7917566852620438,Node_10,3,4
149.67,86.0,11.2,73.0,82.0,LookingForStrategyServices,193,0.8494623655913979,0.25813953488372093,0.7142857142857143,0.9772506546973653,0.9802541001425087,0.786800371205977,Node_9,3,5
221.8,99.0,15.6,58.0,5.4,cpgplotService,1578,0.989247311827957,0.36046511627906974,0.44642857142857145,0.9626867931842824,0.998756068693993,0.7834234894856449,Node_1,3,6
251.4,93.0,2.1,67.0,40.6,pepcoilService,2053,0.9247311827956989,0.046511627906976744,0.6071428571428571,0.9567102189324143,0.9902538586024491,0.7774732780936773,Node_3,3,7
224.8,98.0,14.6,58.0,9.2,pepwheelService,1509,0.978494623655914,0.3372093023255814,0.44642857142857145,0.9620810593074038,0.9978382164682013,0.7763943594158776,Node_8,3,8
274.8,92.0,1.6,67.0,44.8,fdnainvarService,822,0.9139784946236559,0.03488372093023256,0.6071428571428571,0.9519854946927616,0.98923939035289,0.7709385484732766,Node_7,3,9
144.75,56.0,10.7,73.0,4.5,CReasonerService,820,0.5268817204301075,0.24651162790697673,0.7142857142857143,0.978244058255446,0.9989734547474699,0.6260493081994578,Node_5,3,10
418.6,99.0,4.7,73.0,1.4,PTTInfo,1789,0.989247311827957,0.10697674418604652,0.7142857142857143,0.9229506508610507,0.9997222289316684,0.8442870001190765,Node_4,4,1
163.0,83.0,20.4,73.0,5.0,eFetchService,2005,0.8172043010752689,0.47209302325581387,0.7142857142857143,0.9745591771711016,0.9988526847177605,0.7860030406624986,Node_8,4,2
352.5,86.0,4.5,73.0,267.5,wsStrings,952,0.8494623655913979,0.10232558139534885,0.7142857142857143,0.9362969872816077,0.9354484191203111,0.7706874319674909,Node_3,4,3
438.78,89.0,8.4,67.0,0.67,XigniteMetals,2142,0.8817204301075269,0.1930232558139535,0.6071428571428571,0.9188760809825811,0.9998985531750441,0.763859991457725,Node_6,4,4
152.0,96.0,4.9,60.0,51.0,EmailVerification,465,0.956989247311828,0.1116279069767442,0.48214285714285715,0.9767802013863229,0.9877418419844931,0.7616166824869532,Node_10,4,5
368.5,85.0,3.7,67.0,19.0,WebServiceAuthenticator,2270,0.8387096774193549,0.08372093023255814,0.6071428571428571,0.9330664066049222,0.9954711238858964,0.7357153351827839,Node_9,4,6
84.0,95.0,22.4,50.0,1.0,GtsInterfacesService,922,0.946236559139785,0.5186046511627906,0.30357142857142855,0.9905101692622363,0.9998188449554358,0.731535583622198,Node_5,4,7
43.12,63.0,4.6,67.0,2.18,CH_CB,1674,0.6021505376344086,0.10465116279069768,0.6071428571428571,0.9987643028911678,0.9995338276853215,0.6234848438276528,Node_1,4,8
2779.5,28.0,1.5,60.0,1.38,CatalogService,476,0.22580645161290322,0.03255813953488372,0.48214285714285715,0.4462582808868752,0.9997270597328567,0.3561649330756216,Node_7,4,9
2911.29,17.0,1.4,67.0,17.04,Service,2153,0.10752688172043011,0.03023255813953488,0.6071428571428571,0.41964839167560125,0.9959445424023574,0.332342858333979,Node_2,4,10
142.0,96.0,29.3,73.0,17.0,Testtool,788,0.956989247311828,0.6790697674418604,0.7142857142857143,0.9787993143092514,0.9959542040047342,0.8697903511015432,Node_1,5,1
438.0,98.0,10.0,73.0,61.0,WebService,2162,0.978494623655914,0.2302325581395349,0.7142857142857143,0.9190335717905695,0.9853264413903046,0.8459103506207426,Node_10,5,2
641.5,96.0,4.4,73.0,33.5,ICD10,533,0.956989247311828,0.10000000000000002,0.7142857142857143,0.8779446238089758,0.9919687930243231,0.8241735628444093,Node_9,5,3
329.5,91.0,16.3,73.0,128.5,FlightScheduleService,1776,0.9032258064516129,0.3767441860465116,0.7142857142857143,0.9409409470043432,0.9690224873795319,0.8184220157942275,Node_3,5,4
171.6,93.0,6.6,73.0,1.8,Servicio_ganaderos,830,0.9247311827956989,0.1511627906976744,0.7142857142857143,0.9728227400573831,0.9996256129079008,0.818296168965883,Node_8,5,5
211.0,86.0,14.3,73.0,8.6,trimseqService,308,0.8494623655913979,0.3302325581395349,0.7142857142857143,0.9648674351410451,0.9979831405038525,0.7919655421048349,Node_4,5,6
218.8,89.0,1.4,73.0,9.2,shuffleseqService,907,0.8817204301075269,0.03023255813953488,0.7142857142857143,0.9632925270611609,0.9978382164682013,0.7879698615607932,Node_5,5,7
270.2,86.0,4.3,73.0,44.8,ehmmfetchService,2046,0.8494623655913979,0.09767441860465116,0.7142857142857143,0.9529142866373088,0.98923939035289,0.7750734310575897,Node_7,5,8
407.0,78.0,4.2,73.0,48.25,Rss,340,0.7634408602150538,0.09534883720930233,0.7142857142857143,0.9252928218516477,0.988406077147895,0.7300096283983711,Node_2,5,9
1471.92,61.0,2.1,73.0,725.67,TextToImage,1866,0.5806451612903226,0.046511627906976744,0.7142857142857143,0.7102734484631522,0.8247820100963745,0.6100988195981913,Node_6,5,10
174.5,99.0,2.5,80.0,1.0,TNM_Elevation_Service,2213,0.989247311827957,0.05581395348837209,0.8392857142857143,0.9722371973097339,0.9998188449554358,0.881668298916454,Node_2,6,1
147.33,91.0,16.6,73.0,18.41,ABAService,644,0.9032258064516129,0.38372093023255816,0.7142857142857143,0.9777231271213306,0.9956136325209536,0.8231143654261727,Node_1,6,2
379.5,88.0,14.8,73.0,137.5,FlightRouteService,2290,0.8709677419354839,0.3418604651162791,0.7142857142857143,0.9308453823897009,0.9668486268447622,0.7991478686926508,Node_4,6,3
412.25,89.0,6.1,73.0,195.75,Game,344,0.8817204301075269,0.13953488372093023,0.7142857142857143,0.9242327875671102,0.952778918383614,0.789649586870577,Node_8,6,4
382.6,87.0,3.5,73.0,4.8,redataService,1289,0.8602150537634409,0.07906976744186046,0.7142857142857143,0.930219457383593,0.9989009927296442,0.7783395286783598,Node_7,6,5
96.0,83.0,21.8,67.0,4.0,paddleService,1860,0.8172043010752689,0.5046511627906977,0.6071428571428571,0.9880872337547222,0.9990942247771792,0.756950243522709,Node_10,6,6
156.0,83.0,20.5,67.0,28.0,HouseofDev,1832,0.8172043010752689,0.47441860465116276,0.6071428571428571,0.9759725562171515,0.9932972633511268,0.7537390255759283,Node_5,6,7
305.8,88.0,13.5,58.0,6.0,dotmatcherService,188,0.8709677419354839,0.3116279069767442,0.44642857142857145,0.9457262446316835,0.9986111446583416,0.7198853276573068,Node_3,6,8
268.57,85.0,4.7,53.0,86.53,AnalysisWSAppLabImplService,829,0.8387096774193549,0.10697674418604652,0.35714285714285715,0.9532434020437461,0.9791599236733411,0.6625243465150735,Node_6,6,9
407.0,9.0,5.0,60.0,7.63,soap4buildwsdl,1670,0.021505376344086023,0.11395348837209303,0.48214285714285715,0.9252928218516477,0.9982174343614888,0.29129437707873496,Node_9,6,10
322.0,95.0,21.8,73.0,132.0,FlightScheduleAggregatorService,1792,0.946236559139785,0.5046511627906977,0.7142857142857143,0.9424552816965395,0.9681770971715659,0.8485034060842489,Node_10,7,1
101.0,93.0,17.9,73.0,0.83,DOTSContactValidation,823,0.9247311827956989,0.41395348837209295,0.7142857142857143,0.987077677293258,0.999859906765537,0.836790740214704,Node_4,7,2
305.4,93.0,12.2,73.0,7.8,sixpackService,103,0.9247311827956989,0.2813953488372093,0.7142857142857143,0.9458070091486007,0.9981763725513876,0.8250840670103947,Node_9,7,3
271.4,92.0,4.2,73.0,41.6,roconService,2038,0.9139784946236559,0.09534883720930233,0.7142857142857143,0.9526719930865575,0.9900123185430303,0.8072117726250962,Node_8,7,4
126.0,97.0,31.5,58.0,14.0,BlogAPI,436,0.967741935483871,0.7302325581395348,0.44642857142857145,0.9820298949859368,0.9966788241829907,0.7984859223669813,Node_5,7,5
1296.0,86.0,6.9,73.0,1.0,Phonebook,172,0.8494623655913979,0.15813953488372096,0.7142857142857143,0.7457936830033093,0.9998188449554358,0.7659971596730057,Node_3,7,6
943.5,77.0,4.4,73.0,88.0,getGeoInfo,2240,0.7526881720430108,0.10000000000000002,0.7142857142857143,0.8169674135365369,0.9788048597859955,0.7170778109378325,Node_1,7,7
110.0,83.0,20.8,58.0,6.0,SearchService,1103,0.8172043010752689,0.4813953488372093,0.44642857142857145,0.9852604756626224,0.9986111446583416,0.7069640288090561,Node_7,7,8
423.17,86.0,6.2,60.0,141.95,XigniteRealTime,2174,0.8494623655913979,0.1418604651162791,0.48214285714285715,0.9220279162552724,0.9657737735803483,0.7047525056738477,Node_6,7,9
334.71,43.0,4.4,73.0,14.85,ESVService,100,0.3870967741935484,0.10000000000000002,0.7142857142857143,0.9398889891714974,0.9964735151324846,0.543659480419564,Node_2,7,10
560.62,100.0,2.2,78.0,41.85,?????????,915,1.0,0.04883720930232558,0.8035714285714286,0.894275209129621,0.9899519335281756,0.8700068208471688,Node_9,8,1
224.2,95.0,14.3,73.0,10.4,getorfService,2315,0.946236559139785,0.3302325581395349,0.7142857142857143,0.9622022060827796,0.9975483683968988,0.8401458688013084,Node_7,8,2
261.6,91.0,1.1,73.0,5.4,newseqService,1702,0.9032258064516129,0.023255813953488372,0.7142857142857143,0.9546507237510271,0.998756068693993,0.7977420133583012,Node_1,8,3
1840.0,90.0,8.7,73.0,26.0,Statistics,2244,0.8924731182795699,0.19999999999999998,0.7142857142857143,0.6359539399960021,0.9937803434699645,0.7825655501326791,Node_3,8,4
1042.17,82.0,3.1,73.0,56.0,WSInterProScanService,2313,0.8064516129032258,0.06976744186046512,0.7142857142857143,0.7970448263260019,0.9865341416873988,0.741129726275914,Node_4,8,5
84.0,95.0,22.4,50.0,1.0,GtsInterfacesService,922,0.946236559139785,0.5186046511627906,0.30357142857142855,0.9905101692622363,0.9998188449554358,0.731535583622198,Node_2,8,6
397.0,88.0,1.4,60.0,169.67,SIMPS,2255,0.8709677419354839,0.03023255813953488,0.48214285714285715,0.9273119347745762,0.9590782831332576,0.7079654672729586,Node_10,8,7
2324.27,93.0,1.6,60.0,1591.09,pbx,2074,0.9247311827956989,0.03488372093023256,0.48214285714285715,0.5381743584773466,0.6157484118741093,0.686301841509195,Node_6,8,8
119.0,61.0,2.9,53.0,5.0,Interop,168,0.5806451612903226,0.06511627906976744,0.35714285714285715,0.9834432740319868,0.9988526847177605,0.5340278340505801,Node_5,8,9
157.2,53.0,1.5,50.0,4.2,Service,825,0.4946236559139785,0.03255813953488372,0.30357142857142855,0.9757302626664002,0.9990459167652955,0.47227245560348863,Node_8,8,10
68.83,100.0,21.4,73.0,7.33,Image_x0020_Search,760,1.0,0.4953488372093023,0.7142857142857143,0.9935731635663188,0.9982898963793145,0.8801827478259484,Node_1,9,1
98.33,99.0,5.5,73.0,46.66,CongressionalDirectory,1105,0.989247311827957,0.12558139534883722,0.7142857142857143,0.9876167804436798,0.988790125842371,0.8491119899187398,Node_10,9,2
133.0,92.0,0.8,80.0,18.25,Notas,1886,0.9139784946236559,0.016279069767441864,0.8392857142857143,0.980616515939887,0.9956522789304606,0.8416779041688828,Node_6,9,3
166.0,89.0,7.0,80.0,43.75,WSDLInteropTestDocLitService,2189,0.8817204301075269,0.16046511627906979,0.8392857142857143,0.9739534432942231,0.9894930074152798,0.8343108308576155,Node_8,9,4
119.0,92.0,14.0,73.0,42.25,Articles,1180,0.9139784946236559,0.3232558139534884,0.7142857142857143,0.9834432740319868,0.9898553175044081,0.8244551404437174,Node_5,9,5
184.4,94.0,2.0,73.0,7.6,pregService,1282,0.9354838709677419,0.044186046511627906,0.7142857142857143,0.9702382755160348,0.9982246805632713,0.8162713382424005,Node_7,9,6
785.0,83.0,10.8,83.0,46.0,SMSWS,1750,0.8172043010752689,0.2488372093023256,0.8928571428571429,0.8489703533649526,0.9889495422815874,0.8156459922948666,Node_2,9,7
404.0,93.0,1.5,67.0,42.4,fseqbootService,2043,0.9247311827956989,0.03255813953488372,0.6071428571428571,0.9258985557285262,0.9898190864954953,0.7744584431840256,Node_3,9,8
240.17,91.0,2.5,67.0,46.67,Schedule,1091,0.9032258064516129,0.05581395348837209,0.6071428571428571,0.9589776827448628,0.9887877104417767,0.7673945027918868,Node_9,9,9
174.11,60.0,7.5,60.0,104.28,ContactService,1452,0.5698924731182796,0.17209302325581396,0.48214285714285715,0.9723159427137282,0.9748725876186565,0.5709451733263298,Node_4,9,10
186.0,83.0,25.0,83.0,4.0,SerClsPeticionSOAPservice,463,0.8172043010752689,0.5790697674418605,0.8928571428571429,0.9699152174483663,0.9990942247771792,0.8464161766795933,Node_2,10,1
144.0,89.0,1.9,80.0,38.33,PopulationWS,1713,0.8817204301075269,0.04186046511627906,0.8392857142857143,0.9783954917246657,0.99080215453733,0.8267835053684086,Node_6,10,2
112.0,83.0,27.3,73.0,5.0,AreaService,1171,0.8172043010752689,0.6325581395348837,0.7142857142857143,0.9848566530780367,0.9988526847177605,0.7973929055613052,Node_10,10,3
227.2,86.0,2.4,73.0,6.8,wordcountService,1989,0.8494623655913979,0.053488372093023255,0.7142857142857143,0.961596472205901,0.9984179126108065,0.7733175309672923,Node_9,10,4
214.0,93.0,1.3,58.0,8.6,pepwindowallService,1068,0.9247311827956989,0.027906976744186046,0.44642857142857145,0.9642617012641665,0.9979831405038525,0.7290372891211849,Node_4,10,5
275.5,71.0,7.2,78.0,124.5,LottoDrawings,477,0.6881720430107527,0.16511627906976745,0.8035714285714286,0.9518441567881567,0.9699886476172073,0.7243569539445962,Node_3,10,6
1212.2,90.0,4.5,60.0,70.8,Schedule,2204,0.8924731182795699,0.10232558139534885,0.48214285714285715,0.7627138492974497,0.9829593488079997,0.7141409348753454,Node_7,10,7
148.06,52.0,7.8,67.0,88.18,Location,694,0.4838709677419355,0.17906976744186046,0.6071428571428571,0.9775757318779567,0.9787613825753002,0.5665099800362292,Node_8,10,8
197.07,26.0,5.2,53.0,27.27,ReviewRequestManager,1964,0.20430107526881722,0.11860465116279072,0.35714285714285715,0.9676800594426845,0.9934735875945024,0.3480132732672042,Node_1,10,9
307.3,17.0,3.8,42.0,20.23,GatewayWSService,1340,0.10752688172043011,0.08604651162790697,0.16071428571428573,0.9454233776932442,0.9951740296128114,0.23715487596739604,Node_5,10,10
134.08,97.0,15.4,73.0,10.16,NSVMCachingAPI,204,0.967741935483871,0.35581395348837214,0.7142857142857143,0.9803984517442107,0.9976063380111592,0.8538223922020074,Node_1,11,1
495.0,97.0,9.2,73.0,10.0,restrictService,1339,0.967741935483871,0.2116279069767442,0.7142857142857143,0.9075246281298774,0.9976449844206662,0.8393470765801199,Node_2,11,2
106.0,95.0,5.5,73.0,28.0,SMS,1738,0.946236559139785,0.12558139534883722,0.7142857142857143,0.9860681208317937,0.9932972633511268,0.827803944050375,Node_7,11,3
133.0,86.0,7.7,73.0,10.67,GoogleSearchService,11,0.8494623655913979,0.17674418604651165,0.7142857142857143,0.980616515939887,0.9974831525808555,0.782744982181049,Node_3,11,4
258.5,78.0,10.7,73.0,2.25,countryip,1555,0.7634408602150538,0.24651162790697673,0.7142857142857143,0.955276648757135,0.9995169198811623,0.7428332010028109,Node_9,11,5
317.25,78.0,2.8,73.0,36.75,SearchVecerCom,1397,0.7634408602150538,0.0627906976744186,0.7142857142857143,0.9434143603349304,0.9911837878312119,0.7292319804108066,Node_6,11,6
250.8,100.0,1.4,50.0,42.4,sycoService,945,1.0,0.03023255813953488,0.30357142857142855,0.9568313657077899,0.9898190864954953,0.7229295253612946,Node_5,11,7
359.61,85.0,1.1,53.0,110.48,AnalysisWSAppLabImplService,2031,0.8387096774193549,0.023255813953488372,0.35714285714285715,0.9348613979934056,0.9733750392502597,0.6553282290073847,Node_8,11,8
1730.0,72.0,2.0,67.0,245.5,GMPubSrvService,297,0.6989247311827957,0.044186046511627906,0.6071428571428571,0.658164182148215,0.940762300427526,0.6412008284243825,Node_4,11,9
397.0,56.0,5.5,67.0,50.0,IAddress3service,984,0.5268817204301075,0.12558139534883722,0.6071428571428571,0.9273119347745762,0.987983382043912,0.5817101940594716,Node_10,11,10
386.4,100.0,3.6,73.0,4.8,embossversionService,495,1.0,0.08139534883720931,0.7142857142857143,0.9294521944728804,0.9989009927296442,0.8483359416395645,Node_1,12,1
564.5,97.0,13.4,73.0,1.0,HashClass,1587,0.967741935483871,0.30930232558139537,0.7142857142857143,0.8934917933155248,0.9998188449554358,0.845070966716602,Node_10,12,2
137.22,96.0,1.6,73.0,75.0,ATMService,1839,0.956989247311828,0.03488372093023256,0.7142857142857143,0.9797644502864111,0.9819448805584406,0.8259530944950264,Node_9,12,3
216.0,93.0,7.5,73.0,1.5,SeqReferenceInfoEJB,416,0.9247311827956989,0.17209302325581396,0.7142857142857143,0.963857878679581,0.9996980749257264,0.8190990924402005,Node_2,12,4
463.6,94.0,2.1,73.0,23.2,cuspService,2052,0.9354838709677419,0.046511627906976744,0.7142857142857143,0.9138646427078726,0.9944566556363373,0.8124150059505394,Node_6,12,5
136.4,90.0,5.9,73.0,10.8,SoapTest,527,0.8924731182795699,0.13488372093023257,0.7142857142857143,0.9799300175460913,0.997451752373131,0.8014103816651579,Node_7,12,6
98.0,87.0,13.7,67.0,1.0,CPP_SCORE_REQUEST,2482,0.8602150537634409,0.31627906976744186,0.6071428571428571,0.9876834111701365,0.9998188449554358,0.7659125984616417,Node_4,12,7
243.02,90.0,4.2,53.0,56.36,protein_2d_structure__hmomentService,1595,0.8924731182795699,0.09534883720930233,0.35714285714285715,0.9584022355618281,0.986447187266008,0.6894606402271192,Node_5,12,8
308.5,56.0,6.2,83.0,7.25,Fasta,2252,0.5268817204301075,0.1418604651162791,0.8928571428571429,0.9451810841424928,0.998309219584068,0.670390899354014,Node_8,12,9
960.29,32.0,3.1,60.0,865.29,interopLabEchoHeader,2202,0.26881720430107525,0.06976744186046512,0.48214285714285715,0.81357732293894,0.791058187000314,0.39073413617843605,Node_3,12,10
165.0,89.0,13.6,80.0,2.0,HelloService,1000,0.8817204301075269,0.313953488372093,0.8392857142857143,0.9741553545865159,0.999577304896017,0.8452345954013814,Node_7,13,1
280.36,94.0,8.2,73.0,109.0,ciselniky,808,0.9354838709677419,0.1883720930232558,0.7142857142857143,0.9508628679076135,0.9737325185381995,0.8229625806501721,Node_5,13,2
1019.75,99.0,4.5,73.0,868.25,FileShopHandler,422,0.989247311827957,0.10232558139534885,0.7142857142857143,0.8015716774992075,0.7903432284244342,0.8219152107038695,Node_9,13,3
181.57,99.0,3.5,67.0,40.0,AppointmentServices,1834,0.989247311827957,0.07906976744186046,0.6071428571428571,0.9708096844732236,0.9903987826381005,0.8128530713015331,Node_10,13,4
124.67,89.0,2.1,73.0,39.0,ReportService,1422,0.8817204301075269,0.046511627906976744,0.7142857142857143,0.9822984370046863,0.9906403226975193,0.7898432701930101,Node_1,13,5
234.8,95.0,1.3,67.0,33.8,patmatdbService,1799,0.946236559139785,0.027906976744186046,0.6071428571428571,0.9600619463844754,0.9918963310064974,0.7873181491635648,Node_8,13,6
1422.0,90.0,3.6,73.0,19.0,WSBlastpgpService,1984,0.8924731182795699,0.08139534883720931,0.7142857142857143,0.720352860174411,0.9954711238858964,0.7803968029297637,Node_6,13,7
81.0,70.0,8.5,73.0,38.75,MathTools,517,0.6774193548387096,0.19534883720930232,0.7142857142857143,0.9911159031391149,0.9907007077123741,0.6982123270907239,Node_3,13,8
178.5,72.0,13.2,67.0,8.0,IPasswordservice,395,0.6989247311827957,0.30465116279069765,0.6071428571428571,0.9714295521405626,0.9981280645395039,0.683294948324955,Node_4,13,9
874.75,56.0,3.4,73.0,102.0,IDEC_GeoServeis,655,0.5268817204301075,0.07674418604651162,0.7142857142857143,0.8308488148816698,0.9754232989541315,0.6033237617029183,Node_2,13,10
314.62,96.0,5.9,83.0,70.24,ProMLResolver,451,0.956989247311828,0.13488372093023257,0.8928571428571429,0.9439453870336606,0.9830946112412744,0.8838820785840416,Node_2,14,1
248.0,95.0,23.8,73.0,1.0,UpsValidation,2095,0.946236559139785,0.5511627906976744,0.7142857142857143,0.9573967173262099,0.9998188449554358,0.8547128299993275,Node_10,14,2
145.62,92.0,2.4,73.0,41.0,TipoCambio,1255,0.9139784946236559,0.053488372093023255,0.7142857142857143,0.9780683954311513,0.9901572425786817,0.8061232860714027,Node_7,14,3
132.0,89.0,5.0,73.0,4.0,AccelerationUnit,1801,0.8817204301075269,0.11395348837209303,0.7142857142857143,0.9808184272321798,0.9990942247771792,0.7948068009029207,Node_4,14,4
131.67,88.0,6.9,73.0,9.0,GoogleSearchService,1906,0.8709677419354839,0.15813953488372096,0.7142857142857143,0.9808850579586365,0.997886524480085,0.7923015567788633,Node_3,14,5
96.0,83.0,21.0,73.0,3.0,Batch_Transfer,2445,0.8172043010752689,0.48604651162790696,0.7142857142857143,0.9880872337547222,0.9993357648365981,0.7878682811549712,Node_5,14,6
184.67,88.0,1.9,73.0,7.67,PlaceFinder,2461,0.8709677419354839,0.04186046511627906,0.7142857142857143,0.9701837594671157,0.9982077727591121,0.7838533934762013,Node_6,14,7
1418.27,87.0,2.1,73.0,53.27,WSWUBlastService,1321,0.8602150537634409,0.046511627906976744,0.7142857142857143,0.7211059892946633,0.9871935460496123,0.7614391457562932,Node_8,14,8
79.12,70.0,5.3,73.0,2.87,MathService,597,0.6774193548387096,0.12093023255813953,0.7142857142857143,0.9914954963686254,0.9993671650443227,0.6938519777329406,Node_1,14,9
